Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
GFSA.SLS01G04Z94,2013.06,7,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Net Acquisition of Non-financial Assets",Change in inventories,,,,
GFSA.SLS01G04Z94,2014.06,-25,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Net Acquisition of Non-financial Assets",Change in inventories,,,,
GFSA.SLS01G04Z94,2015.06,29,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Net Acquisition of Non-financial Assets",Change in inventories,,,,
GFSA.SLS01G04Z94,2016.06,20,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Net Acquisition of Non-financial Assets",Change in inventories,,,,
GFSA.SLS01G04Z94,2017.06,22,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Net Acquisition of Non-financial Assets",Change in inventories,,,,
GFSA.SLS01G04Z94,2018.06,10,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Net Acquisition of Non-financial Assets",Change in inventories,,,,
GFSA.SLS01G04Z94,2019.06,9,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Net Acquisition of Non-financial Assets",Change in inventories,,,,
GFSA.SLS01G04Z94,2020.06,33,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Net Acquisition of Non-financial Assets",Change in inventories,,,,
GFSA.SLS01G04Z94,2021.06,11,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Net Acquisition of Non-financial Assets",Change in inventories,,,,
GFSA.SLS01G04Z94,2022.06,-8,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Net Acquisition of Non-financial Assets",Change in inventories,,,,
GFSA.SLS01G04Z94,2023.06,-26,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Net Acquisition of Non-financial Assets",Change in inventories,,,,
GFSA.SLS01G04Z99,2009.06,1808,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Net Acquisition of Non-financial Assets",Total,,,,
GFSA.SLS01G04Z99,2010.06,1830,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Net Acquisition of Non-financial Assets",Total,,,,
GFSA.SLS01G04Z99,2011.06,1198,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Net Acquisition of Non-financial Assets",Total,,,,
GFSA.SLS01G04Z99,2012.06,1057,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Net Acquisition of Non-financial Assets",Total,,,,
GFSA.SLS01G04Z99,2013.06,2228,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Net Acquisition of Non-financial Assets",Total,,,,
GFSA.SLS01G04Z99,2014.06,1657,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Net Acquisition of Non-financial Assets",Total,,,,
GFSA.SLS01G04Z99,2015.06,1811,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Net Acquisition of Non-financial Assets",Total,,,,
GFSA.SLS01G04Z99,2016.06,1556,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Net Acquisition of Non-financial Assets",Total,,,,
GFSA.SLS01G04Z99,2017.06,1628,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Net Acquisition of Non-financial Assets",Total,,,,
GFSA.SLS01G04Z99,2018.06,1883,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Net Acquisition of Non-financial Assets",Total,,,,
GFSA.SLS01G04Z99,2019.06,2446,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Net Acquisition of Non-financial Assets",Total,,,,
GFSA.SLS01G04Z99,2020.06,2695,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Net Acquisition of Non-financial Assets",Total,,,,
GFSA.SLS01G04Z99,2021.06,2890,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Net Acquisition of Non-financial Assets",Total,,,,
GFSA.SLS01G04Z99,2022.06,3046,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Net Acquisition of Non-financial Assets",Total,,,,
GFSA.SLS01G04Z99,2023.06,3058,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Net Acquisition of Non-financial Assets",Total,,,,
GFSA.SLS02G00Z61Z99,2009.06,89732,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Non-financial assets,Total,,,
GFSA.SLS02G00Z61Z99,2010.06,93048,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Non-financial assets,Total,,,
GFSA.SLS02G00Z61Z99,2011.06,95503,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Non-financial assets,Total,,,
GFSA.SLS02G00Z61Z99,2012.06,97293,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Non-financial assets,Total,,,
GFSA.SLS02G00Z61Z99,2013.06,99404,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Non-financial assets,Total,,,
GFSA.SLS02G00Z61Z99,2014.06,105179,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Non-financial assets,Total,,,
GFSA.SLS02G00Z61Z99,2015.06,109548,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Non-financial assets,Total,,,
GFSA.SLS02G00Z61Z99,2016.06,113598,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Non-financial assets,Total,,,
GFSA.SLS02G00Z61Z99,2017.06,120009,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Non-financial assets,Total,,,
GFSA.SLS02G00Z61Z99,2018.06,125357,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Non-financial assets,Total,,,
GFSA.SLS02G00Z61Z99,2019.06,132301,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Non-financial assets,Total,,,
GFSA.SLS02G00Z61Z99,2020.06,140749,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Non-financial assets,Total,,,
GFSA.SLS02G00Z61Z99,2021.06,149545,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Non-financial assets,Total,,,
GFSA.SLS02G00Z61Z99,2022.06,174890,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Non-financial assets,Total,,,
GFSA.SLS02G00Z61Z99,2023.06,177902,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Non-financial assets,Total,,,
GFSA.SLS02G00Z63Z99,2009.06,99415,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Assets,Total,,,
GFSA.SLS02G00Z63Z99,2010.06,103602,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Assets,Total,,,
GFSA.SLS02G00Z63Z99,2011.06,109189,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Assets,Total,,,
GFSA.SLS02G00Z63Z99,2012.06,111703,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Assets,Total,,,
GFSA.SLS02G00Z63Z99,2013.06,114264,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Assets,Total,,,
GFSA.SLS02G00Z63Z99,2014.06,120311,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Assets,Total,,,
GFSA.SLS02G00Z63Z99,2015.06,125717,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Assets,Total,,,
GFSA.SLS02G00Z63Z99,2016.06,130937,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Assets,Total,,,
GFSA.SLS02G00Z63Z99,2017.06,138094,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Assets,Total,,,
GFSA.SLS02G00Z63Z99,2018.06,144250,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Assets,Total,,,
GFSA.SLS02G00Z63Z99,2019.06,152673,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Assets,Total,,,
GFSA.SLS02G00Z63Z99,2020.06,162816,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Assets,Total,,,
GFSA.SLS02G00Z63Z99,2021.06,172741,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Assets,Total,,,
GFSA.SLS02G00Z63Z99,2022.06,199552,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Assets,Total,,,
GFSA.SLS02G00Z63Z99,2023.06,203220,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Total Assets and Non-financial Assets",Assets,Total,,,
GFSA.SLS02G01Z92,2009.06,91886,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net worth,,,,
GFSA.SLS02G01Z92,2010.06,93982,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net worth,,,,
GFSA.SLS02G01Z92,2011.06,98633,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net worth,,,,
GFSA.SLS02G01Z92,2012.06,99634,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net worth,,,,
GFSA.SLS02G01Z92,2013.06,101317,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net worth,,,,
GFSA.SLS02G01Z92,2014.06,106622,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net worth,,,,
GFSA.SLS02G01Z92,2015.06,109988,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net worth,,,,
GFSA.SLS02G01Z92,2016.06,113402,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net worth,,,,
GFSA.SLS02G01Z92,2017.06,119475,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net worth,,,,
GFSA.SLS02G01Z92,2018.06,124354,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net worth,,,,
GFSA.SLS02G01Z92,2019.06,130326,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net worth,,,,
GFSA.SLS02G01Z92,2020.06,136687,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net worth,,,,
GFSA.SLS02G01Z92,2021.06,146472,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net worth,,,,
GFSA.SLS02G01Z92,2022.06,172280,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net worth,,,,
GFSA.SLS02G01Z92,2023.06,174158,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net worth,,,,
GFSA.SLS02G01Z93,2009.06,2153,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net financial worth,,,,
GFSA.SLS02G01Z93,2010.06,935,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net financial worth,,,,
GFSA.SLS02G01Z93,2011.06,3130,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net financial worth,,,,
GFSA.SLS02G01Z93,2012.06,2341,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net financial worth,,,,
GFSA.SLS02G01Z93,2013.06,1914,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net financial worth,,,,
GFSA.SLS02G01Z93,2014.06,1443,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net financial worth,,,,
GFSA.SLS02G01Z93,2015.06,439,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net financial worth,,,,
GFSA.SLS02G01Z93,2016.06,-196,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net financial worth,,,,
GFSA.SLS02G01Z93,2017.06,-534,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net financial worth,,,,
GFSA.SLS02G01Z93,2018.06,-1002,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net financial worth,,,,
GFSA.SLS02G01Z93,2019.06,-1975,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net financial worth,,,,
GFSA.SLS02G01Z93,2020.06,-4063,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net financial worth,,,,
GFSA.SLS02G01Z93,2021.06,-3072,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net financial worth,,,,
GFSA.SLS02G01Z93,2022.06,-2609,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net financial worth,,,,
GFSA.SLS02G01Z93,2023.06,-3744,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net financial worth,,,,
GFSA.SLS02G01Z95,2009.06,7320,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Gross debt,,,,
GFSA.SLS02G01Z95,2010.06,9342,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Gross debt,,,,
GFSA.SLS02G01Z95,2011.06,10253,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Gross debt,,,,
GFSA.SLS02G01Z95,2012.06,11411,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Gross debt,,,,
GFSA.SLS02G01Z95,2013.06,12530,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Gross debt,,,,
GFSA.SLS02G01Z95,2014.06,13269,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Gross debt,,,,
GFSA.SLS02G01Z95,2015.06,15116,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Gross debt,,,,
GFSA.SLS02G01Z95,2016.06,16154,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Gross debt,,,,
GFSA.SLS02G01Z95,2017.06,17649,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Gross debt,,,,
GFSA.SLS02G01Z95,2018.06,18811,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Gross debt,,,,
GFSA.SLS02G01Z95,2019.06,19941,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Gross debt,,,,
GFSA.SLS02G01Z95,2020.06,22679,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Gross debt,,,,
GFSA.SLS02G01Z95,2021.06,24129,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Gross debt,,,,
GFSA.SLS02G01Z95,2022.06,26532,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Gross debt,,,,
GFSA.SLS02G01Z95,2023.06,28404,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Gross debt,,,,
GFSA.SLS02G01Z96,2009.06,3448,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net debt,,,,
GFSA.SLS02G01Z96,2010.06,5111,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net debt,,,,
GFSA.SLS02G01Z96,2011.06,5911,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net debt,,,,
GFSA.SLS02G01Z96,2012.06,6783,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net debt,,,,
GFSA.SLS02G01Z96,2013.06,7534,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net debt,,,,
GFSA.SLS02G01Z96,2014.06,8166,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net debt,,,,
GFSA.SLS02G01Z96,2015.06,9207,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net debt,,,,
GFSA.SLS02G01Z96,2016.06,10249,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net debt,,,,
GFSA.SLS02G01Z96,2017.06,10942,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net debt,,,,
GFSA.SLS02G01Z96,2018.06,11457,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net debt,,,,
GFSA.SLS02G01Z96,2019.06,12455,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net debt,,,,
GFSA.SLS02G01Z96,2020.06,14196,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net debt,,,,
GFSA.SLS02G01Z96,2021.06,14983,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net debt,,,,
GFSA.SLS02G01Z96,2022.06,16645,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net debt,,,,
GFSA.SLS02G01Z96,2023.06,17676,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Net Balances and Memorandum Items",Net debt,,,,
GFSA.SLS02G05Z623012,2009.06,738,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Cash,,,
GFSA.SLS02G05Z623012,2010.06,872,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Cash,,,
GFSA.SLS02G05Z623012,2011.06,758,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Cash,,,
GFSA.SLS02G05Z623012,2012.06,940,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Cash,,,
GFSA.SLS02G05Z623012,2013.06,1212,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Cash,,,
GFSA.SLS02G05Z623012,2014.06,1152,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Cash,,,
GFSA.SLS02G05Z623012,2015.06,1514,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Cash,,,
GFSA.SLS02G05Z623012,2016.06,1283,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Cash,,,
GFSA.SLS02G05Z623012,2017.06,1773,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Cash,,,
GFSA.SLS02G05Z623012,2018.06,2427,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Cash,,,
GFSA.SLS02G05Z623012,2019.06,2095,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Cash,,,
GFSA.SLS02G05Z623012,2020.06,2098,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Cash,,,
GFSA.SLS02G05Z623012,2021.06,1963,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Cash,,,
GFSA.SLS02G05Z623012,2022.06,1903,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Cash,,,
GFSA.SLS02G05Z623012,2023.06,1908,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Cash,,,
GFSA.SLS02G05Z623013,2009.06,828,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Debt securities,,,
GFSA.SLS02G05Z623013,2010.06,875,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Debt securities,,,
GFSA.SLS02G05Z623013,2011.06,941,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Debt securities,,,
GFSA.SLS02G05Z623013,2012.06,1011,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Debt securities,,,
GFSA.SLS02G05Z623013,2013.06,1086,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Debt securities,,,
GFSA.SLS02G05Z623013,2014.06,1174,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Debt securities,,,
GFSA.SLS02G05Z623013,2015.06,1098,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Debt securities,,,
GFSA.SLS02G05Z623013,2016.06,997,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Debt securities,,,
GFSA.SLS02G05Z623013,2017.06,1041,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Debt securities,,,
GFSA.SLS02G05Z623013,2018.06,1159,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Debt securities,,,
GFSA.SLS02G05Z623013,2019.06,1209,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Debt securities,,,
GFSA.SLS02G05Z623013,2020.06,1545,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Debt securities,,,
GFSA.SLS02G05Z623013,2021.06,2007,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Debt securities,,,
GFSA.SLS02G05Z623013,2022.06,2126,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Debt securities,,,
GFSA.SLS02G05Z623013,2023.06,2436,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Debt securities,,,
GFSA.SLS02G05Z623014,2009.06,1198,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Loans,,,
GFSA.SLS02G05Z623014,2010.06,1308,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Loans,,,
GFSA.SLS02G05Z623014,2011.06,1295,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Loans,,,
GFSA.SLS02G05Z623014,2012.06,1246,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Loans,,,
GFSA.SLS02G05Z623014,2013.06,1206,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Loans,,,
GFSA.SLS02G05Z623014,2014.06,1519,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Loans,,,
GFSA.SLS02G05Z623014,2015.06,1793,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Loans,,,
GFSA.SLS02G05Z623014,2016.06,1836,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Loans,,,
GFSA.SLS02G05Z623014,2017.06,2112,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Loans,,,
GFSA.SLS02G05Z623014,2018.06,2314,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Loans,,,
GFSA.SLS02G05Z623014,2019.06,2651,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Loans,,,
GFSA.SLS02G05Z623014,2020.06,2974,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Financial Assets",Financial assets,Loans,,,
